date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:59:07	24/24	---M--	200	added ('OK')	text/plain	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/robots.txt		(from )
20:59:07	12960/12960	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:29:07%20GMT	http://www.dehaus.be/	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/index.html	(from )
20:59:08	85237/85237	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Sep%202015%2010:00:13%20GMT	http://www.dehaus.be/css/style.css?1476199747	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/css/stylece91.css	(from http://www.dehaus.be/)
20:59:09	2520/2520	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/apple-touch-icon.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/apple-touch-icon.png	(from http://www.dehaus.be/)
20:59:09	1902/1902	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/apple-touch-icon_152.png	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/apple-touch-icon_152.png	(from http://www.dehaus.be/)
20:59:10	28142/28142	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Sep%202014%2014:28:07%20GMT	http://www.dehaus.be/img/dehaus-og-image.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/dehaus-og-image.jpg	(from http://www.dehaus.be/)
20:59:10	18094/18094	---M--	200	added ('OK')	image/vnd.microsoft.icon	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/favicon.ico	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/favicon.ico	(from http://www.dehaus.be/)
20:59:57	289169/289169	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:05%20GMT	http://www.dehaus.be/img/bg/bar/bar_01.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_01.jpg	(from http://www.dehaus.be/)
20:59:58	291252/291252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:07%20GMT	http://www.dehaus.be/img/bg/bar/bar_02.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_02.jpg	(from http://www.dehaus.be/)
21:00:25	169515/169515	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:11%20GMT	http://www.dehaus.be/img/bg/bar/bar_06.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_06.jpg	(from http://www.dehaus.be/)
21:00:29	193283/193283	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:08%20GMT	http://www.dehaus.be/img/bg/bar/bar_03.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_03.jpg	(from http://www.dehaus.be/)
21:01:08	265565/265565	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:12%20GMT	http://www.dehaus.be/img/bg/bar/bar_07.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_07.jpg	(from http://www.dehaus.be/)
21:01:10	249121/249121	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:09%20GMT	http://www.dehaus.be/img/bg/bar/bar_04.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_04.jpg	(from http://www.dehaus.be/)
21:01:32	131159/131159	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/salon/salon_01.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/salon/salon_01.jpg	(from http://www.dehaus.be/)
21:01:36	176212/176212	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Feb%202015%2014:17:13%20GMT	http://www.dehaus.be/img/bg/bar/bar_08.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/bar/bar_08.jpg	(from http://www.dehaus.be/)
21:02:01	147343/147343	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/salon/salon_03.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/salon/salon_03.jpg	(from http://www.dehaus.be/)
21:02:06	212607/212607	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/salon/salon_02.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/salon/salon_02.jpg	(from http://www.dehaus.be/)
21:02:28	129163/129163	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/salon/salon_05.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/salon/salon_05.jpg	(from http://www.dehaus.be/)
21:02:34	202388/202388	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/salon/salon_04.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/salon/salon_04.jpg	(from http://www.dehaus.be/)
21:02:50	132256/132256	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_01.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_01.jpg	(from http://www.dehaus.be/)
21:03:00	53360/53360	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_03.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_03.jpg	(from http://www.dehaus.be/)
21:03:03	172907/172907	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_02.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_02.jpg	(from http://www.dehaus.be/)
21:03:15	94218/94218	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_04.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_04.jpg	(from http://www.dehaus.be/)
21:03:22	119354/119354	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_05.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_05.jpg	(from http://www.dehaus.be/)
21:03:24	52760/52760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/kitchen/kitchen_06.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/kitchen/kitchen_06.jpg	(from http://www.dehaus.be/)
